wavelength(microns)	real_part(n)	imaginary_part(k)	standard_deviation(n)	standard_deviation(k)
12.60	1.483	0.037	0.003	0.003
12.62	1.483	0.036	0.003	0.003
12.64	1.483	0.034	0.003	0.003
12.66	1.482	0.034	0.003	0.003
12.68	1.482	0.033	0.003	0.003
12.70	1.482	0.033	0.003	0.003
12.72	1.481	0.033	0.003	0.003
12.74	1.481	0.033	0.003	0.003
12.76	1.481	0.033	0.003	0.003
12.78	1.481	0.032	0.004	0.003
12.80	1.481	0.033	0.004	0.003
12.82	1.481	0.032	0.004	0.003
12.84	1.481	0.032	0.004	0.003
12.86	1.482	0.032	0.004	0.003
12.88	1.482	0.030	0.004	0.003
12.90	1.483	0.029	0.004	0.003
12.92	1.483	0.028	0.004	0.004
12.94	1.482	0.027	0.004	0.004
12.96	1.482	0.026	0.004	0.004
12.98	1.481	0.025	0.004	0.004
13.00	1.481	0.024	0.004	0.004
13.02	1.480	0.022	0.004	0.004
13.04	1.479	0.022	0.003	0.004
13.06	1.478	0.020	0.003	0.003
13.08	1.476	0.020	0.003	0.003
13.10	1.475	0.019	0.003	0.003
13.12	1.474	0.019	0.004	0.003
13.14	1.472	0.019	0.004	0.003
13.16	1.472	0.019	0.004	0.003
13.18	1.471	0.019	0.004	0.003
13.20	1.470	0.019	0.004	0.003
13.22	1.469	0.019	0.004	0.003
13.24	1.468	0.018	0.004	0.003
13.26	1.467	0.019	0.004	0.003
13.28	1.467	0.019	0.004	0.004
13.30	1.467	0.019	0.004	0.004
13.32	1.466	0.019	0.005	0.004
13.34	1.466	0.020	0.004	0.004
13.36	1.467	0.019	0.005	0.004
13.38	1.466	0.018	0.005	0.004
13.40	1.465	0.018	0.005	0.004
13.42	1.465	0.017	0.005	0.004
13.44	1.465	0.017	0.005	0.004
13.46	1.464	0.016	0.004	0.004
13.48	1.464	0.016	0.004	0.004
13.50	1.463	0.015	0.004	0.004
13.52	1.462	0.014	0.004	0.004
13.54	1.461	0.013	0.004	0.004
13.56	1.460	0.012	0.004	0.003
13.58	1.458	0.012	0.004	0.003
13.60	1.457	0.011	0.004	0.003
13.62	1.455	0.011	0.004	0.003
13.64	1.454	0.011	0.005	0.003
13.66	1.452	0.011	0.005	0.003
13.68	1.451	0.011	0.005	0.003
13.70	1.449	0.011	0.005	0.003
13.72	1.447	0.012	0.005	0.003
13.74	1.445	0.013	0.005	0.003
13.76	1.444	0.014	0.005	0.004
13.78	1.443	0.014	0.005	0.004
13.80	1.442	0.015	0.005	0.004
13.82	1.440	0.016	0.006	0.004
13.84	1.439	0.017	0.006	0.004
13.86	1.437	0.018	0.006	0.004
13.88	1.436	0.020	0.006	0.004
13.90	1.435	0.022	0.006	0.004
13.92	1.434	0.025	0.006	0.005
13.94	1.435	0.028	0.006	0.005
13.96	1.436	0.030	0.006	0.005
13.98	1.437	0.031	0.006	0.005
14.00	1.438	0.032	0.006	0.005
14.02	1.439	0.033	0.006	0.005
14.04	1.440	0.033	0.006	0.005
14.06	1.440	0.034	0.006	0.006
14.08	1.442	0.035	0.006	0.006
14.10	1.443	0.035	0.006	0.006
14.12	1.444	0.035	0.006	0.006
14.14	1.445	0.034	0.005	0.006
14.16	1.445	0.033	0.005	0.006
14.18	1.445	0.034	0.005	0.007
14.20	1.445	0.034	0.005	0.007
14.22	1.445	0.034	0.005	0.007
14.24	1.445	0.035	0.005	0.008
14.26	1.445	0.035	0.004	0.008
14.28	1.446	0.037	0.005	0.008
14.30	1.448	0.037	0.005	0.008
14.32	1.449	0.037	0.005	0.008
14.34	1.451	0.037	0.005	0.008
14.36	1.451	0.037	0.005	0.008
14.38	1.453	0.037	0.005	0.008
14.40	1.455	0.036	0.005	0.008
14.42	1.456	0.035	0.004	0.008
14.44	1.457	0.034	0.004	0.008
14.46	1.458	0.032	0.004	0.008
14.48	1.459	0.031	0.004	0.008
14.50	1.459	0.029	0.004	0.008
14.52	1.459	0.028	0.004	0.008
14.54	1.459	0.026	0.004	0.008
14.56	1.460	0.025	0.004	0.008
14.58	1.459	0.023	0.004	0.007
14.60	1.459	0.022	0.005	0.008
14.62	1.458	0.020	0.005	0.007
14.64	1.457	0.020	0.006	0.007
14.66	1.457	0.019	0.006	0.007
14.68	1.456	0.018	0.007	0.007
14.70	1.456	0.018	0.007	0.007
14.72	1.455	0.017	0.007	0.006
14.74	1.455	0.017	0.008	0.006
14.76	1.455	0.018	0.009	0.006
14.78	1.457	0.019	0.009	0.006
14.80	1.464	0.016	0.011	0.006
14.82	1.464	0.006	0.012	0.003
14.84	1.458	0.002	0.011	0.002
14.86	1.454	0.001	0.010	0.001
14.88	1.451	0.001	0.011	0.001
14.90	1.449	0.001	0.010	0.001
14.92	1.446	0.001	0.011	0.001
14.94	1.444	0.001	0.010	0.001
14.96	1.442	0.001	0.013	0.001
14.98	1.441	0.001	0.012	0.001
15.00	1.436	0.001	0.023	0.001
