wavelength(microns)	real_part(n)	imaginary_part(k)	standard_deviation(n)	standard_deviation(k)
8.58	1.376	0.041	0.008	0.003
8.60	1.375	0.043	0.008	0.004
8.62	1.375	0.045	0.008	0.004
8.64	1.374	0.046	0.008	0.004
8.66	1.372	0.048	0.008	0.004
8.68	1.371	0.050	0.008	0.004
8.70	1.370	0.052	0.008	0.004
8.72	1.369	0.054	0.008	0.004
8.74	1.368	0.056	0.008	0.004
8.76	1.367	0.058	0.008	0.005
8.78	1.366	0.060	0.008	0.004
8.80	1.364	0.063	0.008	0.005
8.82	1.364	0.066	0.008	0.005
8.84	1.362	0.068	0.008	0.005
8.86	1.362	0.072	0.008	0.005
8.88	1.361	0.074	0.008	0.005
8.90	1.360	0.078	0.008	0.005
8.92	1.361	0.081	0.008	0.005
8.94	1.360	0.084	0.008	0.006
8.96	1.360	0.087	0.008	0.006
8.98	1.360	0.090	0.008	0.006
9.00	1.360	0.093	0.008	0.006
9.02	1.361	0.096	0.008	0.006
9.04	1.361	0.098	0.008	0.007
9.06	1.361	0.101	0.008	0.006
9.08	1.362	0.103	0.008	0.006
9.10	1.361	0.105	0.008	0.007
9.12	1.361	0.107	0.008	0.007
9.14	1.360	0.110	0.008	0.007
9.16	1.360	0.112	0.008	0.007
9.18	1.358	0.115	0.008	0.007
9.20	1.357	0.118	0.008	0.007
9.22	1.355	0.121	0.008	0.007
9.24	1.353	0.125	0.008	0.007
9.26	1.352	0.130	0.008	0.008
9.28	1.350	0.135	0.008	0.008
9.30	1.349	0.141	0.008	0.008
9.32	1.348	0.147	0.008	0.009
9.34	1.347	0.154	0.008	0.009
9.36	1.347	0.161	0.008	0.009
9.38	1.347	0.169	0.008	0.010
9.40	1.348	0.178	0.008	0.010
9.42	1.350	0.187	0.008	0.011
9.44	1.353	0.196	0.008	0.011
9.46	1.356	0.206	0.008	0.011
9.48	1.362	0.215	0.007	0.012
9.50	1.367	0.225	0.007	0.012
9.52	1.375	0.234	0.007	0.013
9.54	1.383	0.243	0.006	0.013
9.56	1.394	0.251	0.005	0.014
9.58	1.405	0.257	0.005	0.014
9.60	1.416	0.263	0.004	0.014
9.62	1.428	0.267	0.004	0.014
9.64	1.441	0.271	0.003	0.014
9.66	1.455	0.272	0.003	0.014
9.68	1.467	0.272	0.003	0.014
9.70	1.480	0.271	0.002	0.014
9.72	1.492	0.268	0.002	0.014
9.74	1.502	0.265	0.002	0.013
9.76	1.512	0.261	0.003	0.013
9.78	1.522	0.257	0.003	0.013
9.80	1.531	0.252	0.003	0.012
9.82	1.539	0.248	0.004	0.012
9.84	1.548	0.242	0.004	0.011
9.86	1.555	0.237	0.004	0.011
9.88	1.563	0.231	0.004	0.010
9.90	1.570	0.225	0.004	0.010
9.92	1.576	0.218	0.003	0.009
9.94	1.582	0.212	0.003	0.009
9.96	1.589	0.203	0.003	0.009
