wavelength(microns)	real_part(n)	imaginary_part(k)	standard_deviation(n)	standard_deviation(k)
10.98	1.611	0.094	0.013	0.019
11.00	1.609	0.093	0.014	0.019
11.02	1.610	0.091	0.014	0.019
11.04	1.607	0.085	0.013	0.019
11.06	1.600	0.085	0.013	0.019
11.08	1.602	0.086	0.013	0.019
11.10	1.599	0.080	0.013	0.019
11.12	1.595	0.081	0.013	0.018
11.14	1.595	0.078	0.013	0.019
11.16	1.592	0.075	0.014	0.018
11.18	1.588	0.072	0.013	0.018
11.20	1.584	0.073	0.014	0.018
11.22	1.583	0.071	0.014	0.018
11.24	1.579	0.069	0.013	0.018
11.26	1.577	0.068	0.013	0.018
11.28	1.573	0.066	0.013	0.018
11.30	1.571	0.067	0.014	0.018
11.32	1.569	0.065	0.013	0.017
11.34	1.565	0.065	0.014	0.017
11.36	1.566	0.065	0.014	0.017
11.38	1.563	0.060	0.015	0.018
11.40	1.559	0.062	0.014	0.017
11.42	1.560	0.061	0.014	0.017
11.44	1.557	0.057	0.014	0.018
11.46	1.554	0.056	0.015	0.018
11.48	1.551	0.055	0.014	0.018
11.50	1.547	0.055	0.015	0.017
11.52	1.546	0.057	0.015	0.017
11.54	1.547	0.053	0.015	0.017
11.56	1.542	0.051	0.015	0.018
11.58	1.540	0.050	0.015	0.017
11.60	1.535	0.050	0.015	0.017
11.62	1.535	0.051	0.016	0.017
11.64	1.534	0.049	0.016	0.017
11.66	1.530	0.047	0.016	0.017
11.68	1.527	0.048	0.017	0.017
11.70	1.527	0.047	0.017	0.016
11.72	1.523	0.045	0.017	0.017
11.74	1.520	0.046	0.017	0.017
11.76	1.518	0.047	0.018	0.016
11.78	1.519	0.045	0.018	0.016
11.80	1.514	0.042	0.018	0.017
11.82	1.512	0.043	0.018	0.017
11.84	1.509	0.042	0.019	0.017
11.86	1.508	0.043	0.019	0.016
11.88	1.503	0.041	0.019	0.017
11.90	1.502	0.047	0.019	0.016
11.92	1.505	0.042	0.018	0.016
11.94	1.498	0.040	0.020	0.016
11.96	1.496	0.042	0.020	0.016
11.98	1.494	0.041	0.021	0.016
12.00	1.491	0.041	0.021	0.016
12.02	1.489	0.043	0.021	0.016
12.04	1.488	0.042	0.022	0.017
12.06	1.486	0.041	0.022	0.017
12.08	1.483	0.040	0.021	0.017
12.10	1.479	0.041	0.023	0.017
12.12	1.477	0.041	0.022	0.017
12.14	1.475	0.042	0.022	0.017
12.16	1.474	0.041	0.023	0.017
12.18	1.468	0.040	0.024	0.017
12.20	1.466	0.042	0.024	0.017
12.22	1.462	0.041	0.025	0.017
12.24	1.457	0.043	0.025	0.018
12.26	1.455	0.045	0.027	0.018
12.28	1.451	0.044	0.026	0.019
12.30	1.442	0.048	0.028	0.019
12.32	1.439	0.056	0.028	0.019
12.34	1.438	0.061	0.029	0.021
12.36	1.437	0.066	0.029	0.022
12.38	1.434	0.070	0.029	0.023
12.40	1.434	0.080	0.029	0.024
12.42	1.440	0.085	0.028	0.026
12.44	1.441	0.087	0.028	0.027
12.46	1.443	0.094	0.027	0.027
12.48	1.451	0.096	0.026	0.028
12.50	1.453	0.096	0.025	0.029
12.52	1.458	0.099	0.024	0.029
12.54	1.462	0.096	0.023	0.029
12.56	1.464	0.096	0.022	0.028
12.58	1.467	0.094	0.023	0.028
12.60	1.469	0.094	0.022	0.027
12.62	1.470	0.091	0.022	0.026
12.64	1.470	0.091	0.022	0.026
12.66	1.472	0.089	0.021	0.026
12.68	1.470	0.088	0.021	0.026
12.70	1.470	0.089	0.022	0.026
12.72	1.470	0.091	0.021	0.026
12.74	1.473	0.091	0.021	0.026
12.76	1.474	0.091	0.021	0.026
