wavelength(microns)	real_part(n)	imaginary_part(k)	standard_deviation(n)	standard_deviation(k)
10.70	1.496	0.097	0.015	0.003
10.72	1.495	0.096	0.015	0.002
10.74	1.494	0.095	0.016	0.002
10.76	1.492	0.095	0.016	0.003
10.78	1.491	0.096	0.016	0.003
10.80	1.490	0.097	0.016	0.004
10.82	1.491	0.098	0.016	0.004
10.84	1.492	0.098	0.015	0.004
10.86	1.493	0.097	0.015	0.004
10.88	1.492	0.097	0.016	0.004
10.90	1.494	0.097	0.016	0.004
10.92	1.493	0.096	0.016	0.004
10.94	1.494	0.097	0.016	0.004
10.96	1.495	0.096	0.016	0.004
10.98	1.496	0.096	0.016	0.005
11.00	1.497	0.095	0.016	0.005
11.02	1.499	0.095	0.015	0.005
11.04	1.501	0.093	0.015	0.005
11.06	1.503	0.091	0.014	0.005
11.08	1.504	0.087	0.014	0.004
11.10	1.503	0.084	0.014	0.004
11.12	1.503	0.082	0.015	0.003
11.14	1.502	0.079	0.016	0.003
11.16	1.501	0.077	0.016	0.003
11.18	1.499	0.075	0.017	0.003
11.20	1.498	0.074	0.017	0.003
11.22	1.497	0.072	0.017	0.003
11.24	1.494	0.071	0.018	0.003
11.26	1.492	0.071	0.018	0.003
11.28	1.491	0.071	0.018	0.004
11.30	1.490	0.071	0.018	0.004
11.32	1.488	0.071	0.018	0.004
11.34	1.487	0.072	0.018	0.005
11.36	1.485	0.073	0.018	0.005
11.38	1.485	0.075	0.017	0.005
11.40	1.485	0.076	0.017	0.004
11.42	1.486	0.079	0.017	0.004
11.44	1.488	0.081	0.018	0.004
11.46	1.492	0.082	0.018	0.004
11.48	1.496	0.081	0.019	0.004
11.50	1.499	0.078	0.020	0.004
11.52	1.500	0.074	0.020	0.005
11.54	1.500	0.072	0.021	0.006
11.56	1.500	0.070	0.020	0.006
11.58	1.500	0.069	0.020	0.006
11.60	1.500	0.067	0.021	0.007
11.62	1.500	0.066	0.020	0.007
11.64	1.500	0.065	0.020	0.008
11.66	1.500	0.064	0.020	0.008
11.68	1.501	0.063	0.020	0.009
11.70	1.501	0.062	0.020	0.009
11.72	1.502	0.061	0.019	0.009
11.74	1.504	0.060	0.019	0.009
11.76	1.505	0.059	0.019	0.009
11.78	1.513	0.058	0.019	0.009
11.80	1.517	0.044	0.019	0.009
11.82	1.508	0.035	0.019	0.009
11.84	1.502	0.033	0.019	0.010
11.86	1.497	0.033	0.019	0.009
11.88	1.495	0.033	0.019	0.010
11.90	1.492	0.031	0.019	0.008
11.92	1.489	0.031	0.019	0.010
11.94	1.488	0.031	0.019	0.010
11.96	1.485	0.030	0.019	0.009
11.98	1.483	0.031	0.019	0.010
12.00	1.483	0.030	0.019	0.008
12.02	1.480	0.029	0.019	0.010
12.04	1.478	0.030	0.018	0.009
12.06	1.477	0.029	0.019	0.009
12.08	1.474	0.030	0.018	0.010
12.10	1.474	0.031	0.018	0.010
12.12	1.472	0.030	0.018	0.009
12.14	1.471	0.031	0.018	0.010
12.16	1.470	0.030	0.017	0.010
12.18	1.467	0.031	0.017	0.010
12.20	1.467	0.032	0.017	0.010
12.22	1.466	0.033	0.017	0.010
12.24	1.466	0.032	0.017	0.010
12.26	1.463	0.033	0.017	0.010
12.28	1.464	0.034	0.016	0.008
12.30	1.463	0.033	0.016	0.010
12.32	1.462	0.034	0.016	0.008
12.34	1.460	0.034	0.016	0.010
12.36	1.460	0.036	0.016	0.010
12.38	1.459	0.036	0.016	0.010
12.40	1.459	0.038	0.016	0.009
12.42	1.458	0.038	0.015	0.010
12.44	1.458	0.040	0.015	0.008
12.46	1.458	0.040	0.015	0.010
12.48	1.458	0.042	0.015	0.009
12.50	1.460	0.042	0.015	0.010
12.52	1.459	0.042	0.015	0.010
12.54	1.460	0.044	0.015	0.009
12.56	1.462	0.044	0.015	0.010
12.58	1.463	0.042	0.015	0.010
12.60	1.462	0.042	0.015	0.010
