wavelength(microns)	real_part(n)	imaginary_part(k)	standard_deviation(n)	standard_deviation(k)
12.76	1.530	0.067	0.003	0.005
12.78	1.531	0.065	0.003	0.005
12.80	1.533	0.065	0.003	0.004
12.82	1.536	0.063	0.002	0.005
12.84	1.538	0.059	0.002	0.004
12.86	1.537	0.057	0.002	0.004
12.88	1.540	0.056	0.002	0.003
12.90	1.541	0.050	0.003	0.003
12.92	1.541	0.048	0.003	0.004
12.94	1.540	0.042	0.002	0.003
12.96	1.538	0.040	0.003	0.004
12.98	1.537	0.035	0.003	0.004
13.00	1.532	0.034	0.003	0.004
13.02	1.531	0.034	0.003	0.004
13.04	1.530	0.032	0.003	0.003
13.06	1.527	0.031	0.003	0.003
13.08	1.526	0.032	0.004	0.003
13.10	1.526	0.029	0.004	0.004
13.12	1.523	0.028	0.003	0.004
13.14	1.522	0.028	0.003	0.004
13.16	1.521	0.028	0.003	0.004
13.18	1.520	0.027	0.003	0.004
13.20	1.518	0.028	0.003	0.004
13.22	1.518	0.028	0.003	0.004
13.24	1.518	0.028	0.002	0.004
13.26	1.519	0.028	0.002	0.004
13.28	1.522	0.027	0.002	0.003
13.30	1.522	0.022	0.001	0.003
13.32	1.520	0.021	0.002	0.002
13.34	1.519	0.018	0.002	0.002
13.36	1.518	0.017	0.002	0.002
13.38	1.517	0.013	0.002	0.002
13.40	1.515	0.013	0.003	0.002
13.42	1.514	0.008	0.003	0.003
13.44	1.508	0.008	0.003	0.003
13.46	1.508	0.007	0.003	0.003
13.48	1.503	0.006	0.004	0.003
13.50	1.501	0.007	0.004	0.003
13.52	1.498	0.007	0.005	0.003
13.54	1.496	0.008	0.005	0.003
13.56	1.495	0.010	0.005	0.004
13.58	1.494	0.010	0.005	0.004
13.60	1.493	0.013	0.006	0.003
13.62	1.496	0.013	0.004	0.003
13.64	1.495	0.012	0.005	0.003
13.66	1.496	0.011	0.004	0.003
13.68	1.494	0.009	0.004	0.002
13.70	1.494	0.009	0.004	0.002
13.72	1.493	0.009	0.004	0.002
13.74	1.494	0.008	0.003	0.001
13.76	1.493	0.004	0.004	0.002
13.78	1.490	0.003	0.004	0.002
13.80	1.488	0.003	0.004	0.002
13.82	1.487	0.002	0.004	0.002
13.84	1.484	0.002	0.004	0.001
13.86	1.484	0.002	0.004	0.001
13.88	1.482	0.001	0.004	0.001
13.90	1.480	0.001	0.004	0.001
13.92	1.478	0.001	0.005	0.001
13.94	1.477	0.001	0.005	0.001
13.96	1.475	0.001	0.005	0.001
13.98	1.474	0.001	0.005	0.001
14.00	1.472	0.002	0.005	0.001
14.02	1.472	0.002	0.006	0.001
14.04	1.470	0.002	0.006	0.001
14.06	1.469	0.002	0.006	0.001
14.08	1.467	0.002	0.006	0.001
14.10	1.466	0.003	0.006	0.001
14.12	1.465	0.003	0.007	0.002
14.14	1.464	0.003	0.007	0.002
14.16	1.462	0.004	0.007	0.002
14.18	1.462	0.005	0.007	0.003
14.20	1.461	0.006	0.007	0.003
14.22	1.461	0.006	0.007	0.004
14.24	1.460	0.006	0.007	0.004
14.26	1.459	0.007	0.007	0.004
14.28	1.459	0.007	0.008	0.004
14.30	1.456	0.007	0.009	0.004
14.32	1.456	0.012	0.009	0.002
14.34	1.460	0.012	0.008	0.002
14.36	1.459	0.011	0.008	0.001
14.38	1.460	0.011	0.008	0.001
14.40	1.460	0.010	0.008	0.003
14.42	1.461	0.009	0.009	0.002
14.44	1.460	0.008	0.009	0.001
14.46	1.460	0.007	0.009	0.001
14.48	1.459	0.006	0.009	0.001
14.50	1.459	0.005	0.009	0.001
14.52	1.458	0.004	0.010	0.001
14.54	1.457	0.003	0.010	0.001
14.56	1.455	0.002	0.010	0.001
14.58	1.454	0.002	0.010	0.001
14.60	1.452	0.002	0.010	0.001
14.62	1.451	0.002	0.011	0.001
14.64	1.450	0.002	0.011	0.001
14.66	1.449	0.002	0.011	0.001
14.68	1.448	0.002	0.011	0.001
14.70	1.447	0.002	0.012	0.001
14.72	1.446	0.002	0.012	0.001
14.74	1.445	0.002	0.012	0.001
14.76	1.444	0.002	0.012	0.001
14.78	1.444	0.002	0.013	0.001
14.80	1.442	0.002	0.013	0.001
14.82	1.442	0.002	0.015	0.001
14.84	1.440	0.002	0.016	0.001
14.86	1.440	0.002	0.026	0.001
14.88	1.438	0.002	0.022	0.001
14.90	1.437	0.002	0.016	0.001
14.92	1.435	0.002	0.019	0.001
14.94	1.435	0.002	0.024	0.001
14.96	1.432	0.002	0.036	0.001
14.98	1.432	0.002	0.041	0.001
15.00	1.425	0.002	0.082	0.001
